sentence,relation,head,head_offset,tail,tail_offset
《终点之城》代表着曾经3次获得奥斯卡提名的导演詹姆斯·伊沃里（jamesivory）与来自于德国并两度获得奥斯卡的编剧鲁丝·普罗厄·贾布瓦拉（ruthprawerjhabvala）的第23次合作，而影片的故事依据则改编自彼特·卡梅隆（petercameron）所创作的一本同名小说,导演,终点之城,1,詹姆斯·伊沃里,23
《infinity 18 vol》是铃木亜美的音乐作品，收录在《无限18光芒四射第2集》专辑中,所属专辑,infinity 18 vol,1,无限18光芒四射第2集,32
《强者风范》是由石小克编剧、监制，张国庆导演的30集谍战题材电视剧，由陈宝国、吴刚、常铖、岳秀清、米学东等主演,导演,强者风范,1,张国庆,17
周滢照，女，山西人，毕业于清华大学语言学与应用语言学专业，文学硕士，广西自治区党委组织部主任科员,毕业院校,周滢照,0,清华大学,13
《一片蓝》是香港歌手张德兰演唱的一首歌曲，所属专辑：《风雨人生》,所属专辑,一片蓝,1,风雨人生,27
邓长学，男，汉族，1965年1月出生，河南商城人，1995年9月加入中国共产党，1989年8月参加工作，西南财经大学政治经济学专业研究生毕业，研究生学历,出生地,邓长学,0,河南商城,19
《末日后的地球》是连载于17k小说网的小说，作者是疯少妖云,连载网站,末日后的地球,1,17k小说网,12
乔·怀特是一位很擅长把握英国风韵的导演，从平凡的农家到华贵的古堡，《傲慢与偏见》的画面总能使观众感到19世纪初岛国上的清新空气参与影片《安娜·卡列尼娜 anna karenina》（2012年）,导演,傲慢与偏见,34,乔·怀特,0
《王爷借个娃》是3g书城发行的小说，作者是诗琳心语,连载网站,王爷借个娃,1,3g书城,8
《如花》由finale填词，河图作曲编曲演唱，收录于河图第二张个人专辑《唱给你的歌》《如花》姐妹篇《如梦》是河图的第四张专辑《nl不分》中的一首歌,所属专辑,如花,1,唱给你的歌,36
《快把我哥带走》是由企鹅影视与中汇影视联合出品，壹加传媒承制的青春校园偶像剧，改编自幽灵姐妹的超人气同名国漫，由著名导演韩青执导，阿廖沙担任总编剧，黄星与梅子笑担任制片人，曾舜晞、孙千、胡永涛、王旭东、马柏全、吕小雨、李梦露等担当主演,出品公司,快把我哥带走,1,企鹅影视,10
资源：b站4《如父如子》导演 / 是枝裕和120min 豆瓣评分8.3如果这个译名有点太过文艺，也许港版的译名《谁调换了我的亲生父亲》，会让你第一时间了解这个片子讲述了一个怎样的故事,导演,如父如子,7,是枝裕和,17
《乌托邦办公室》是土豆网“橙色盒子”计划第二部自制剧，是国内首部网络先锋科幻剧,出品公司,乌托邦办公室,1,土豆,9
李门，1941年在山东青岛出生，京剧琴师，以其在京剧音乐和京剧胡琴上的艺术造就获评中国国家一级演员职称，曾任中国北京中国京剧院（2007年11月28日改中国国家京剧院）专任琴师,国籍,李门,0,中国,41
尹彦玲  女，1952年2月生，天津人,出生地,尹彦玲,0,天津,16
《武林外传》里佟湘玉和发小死磕的这一集里，有一段是她拉出展堂给自己作势，结果拍的时候长凳重心不稳，导致两个人一起摔倒，闫妮在被扶的时候偷偷瞄了一眼导演，尚敬却没有喊停，继续拍了下去，于是就让这里的笑果又添了几分,导演,武林外传,1,尚敬,76
赵崇剑，男，汉族，1961年9月出生，广东廉江人，1985年7月参加工作，1991年4月加入中国共产党，广东省委党校经济学专业毕业，在职研究生学历,出生地,赵崇剑,0,广东廉江,19
"an il bom,朝鲜籍足球运动员",国籍,an il bom,0,朝鲜,10
"伊曼纽尔·穆迪埃（emmanuel mudiay），1996年3月5日出生于刚果民主共和国金沙萨（kinshasa, dr congo），职业篮球运动员，司职控球后卫/得分后卫，效力于nba丹佛掘金队",出生地,伊曼纽尔·穆迪埃,0,刚果民主共和国金沙萨,38
《望君惜》是一本连载在17k小说网的小说，作者是女姊,连载网站,望君惜,1,17k小说网,11
方国繁 男，1949年生，1991年毕业于北京经济函授大学，从事会计工作20年，1988年被评为会计师,毕业院校,方国繁,0,北京经济函授大学,21
节目首次大胆启用张翰，魏晨和朱梓骁三位当红人气偶像，加上“音乐顽童”庾澄庆的鼎力配合，《给力星期天》首期节目收视便位居全国同时段第四，成绩斐然,主持人,给力星期天,44,朱梓骁,14
1962年的一天，她去医院看一个同学，正好碰上为电影《冰山上的来客》物色演员的导演赵心水，赵导在大街上已经转悠了十多天了，眼里过了百多号人，都没找到理想的人选,导演,冰山上的来客,27,赵心水,41
《苍天厚土》电视连续剧是由安徽芜湖市委宣传部 、芜湖市广播电视总台、安徽金百合影视文化传播有限公司联合摄制，该剧全景式描写中国农村改革发展的史诗性作品，多年来少见的反映农村题材的正剧，也是一部极具观赏性的大戏,出品公司,苍天厚土,1,安徽金百合影视文化传播有限公司,34
石田浩，男，（假名：いしだ ひろし，罗马字：ishida hiroshi ）（1946年—2006年1月8日），生于日本大阪府，日本知名经济学家,出生地,石田浩,0,日本大阪府,58
《喜欢有你》是岳夏的音乐作品，收录在《爱你胜过爱自己》专辑中,所属专辑,喜欢有你,1,爱你胜过爱自己,19
杨勇，男，汉族，1980年11月出生（30岁），四川西充人，1998年12月参加工作，2003年6月加入中国共产党，自治区党校大学学历（2006年9月新疆维吾尔自治区党校公共管理专业毕业），身体健康,国籍,杨勇,0,中国,52
1早年经历藏春强出生于河南省郑州市，从15岁起接触跳伞，从进入国家跳伞队起，“飞”成为了他最喜爱的生活方式,祖籍,藏春强,5,河南省郑州市,11
《命运之》是最后一条龙创作的网络小说，发表于17k小说网,连载网站,命运之,1,17k小说网,22
《大明奇才》是中央电视台中国电视剧制作中心出品的古装电视剧，由龚艺群执导，毛乐、舒畅、王冰及陶飞霏领衔主演,导演,大明奇才,1,龚艺群,31
《街1》是歌手祁隆演唱的歌曲，祁隆作词作曲，该歌曲收录在专辑《永远爱你的我》中,所属专辑,街,1,永远爱你的我,31
《学校的那些事》是乔洋演唱的歌曲，收录在专辑《自我陶醉》里,所属专辑,学校的那些事,1,自我陶醉,23
《房东是只妖》是一部异界奇幻类型的网络小说，作者笔名紫米粥，本书起点女生网首发,连载网站,房东是只妖,1,起点女生网,32
杨敏文，1961年毕业于昆明医学院医学系,毕业院校,杨敏文,0,昆明医学院,12
基本资料图片姓名：卡泰尔  图片  籍贯：法国  职业：作曲家、音乐理论家,国籍,卡泰尔,9,法国,21
另有消息称，李雪主原为歌剧团演员，有“朝鲜版邓丽君”之誉，为金日成综合大学的博士生，还负责管理牡丹峰乐团的工作,毕业院校,李雪主,6,金日成综合大学,30
《酒店礼宾员》是由日本tbs电视台制作播出的10集剧情电视剧,出品公司,酒店礼宾员,1,tbs电视台,11
刘诗诗6岁在中央芭蕾舞团业余舞蹈学校学习芭蕾后进入北京艺术学校中专部进行专业芭蕾训练2002年顺利考入北京舞蹈学院芭蕾舞系刘诗诗的端庄和美丽因为学芭蕾舞的缘故无论走着、站着、坐着，身体始终笔挺整个气场和气质都挺起来了返回搜狐，查看更多,毕业院校,刘诗诗,0,北京舞蹈学院,51
董事 副总经理 卜景春先生  中国国籍，生于1950年12月，大学学历，高级经济师,国籍,卜景春,8,中国,15
湖南卫视热播都市情感剧《因为爱情有晴天》收视一直居高不下，稳坐全国第一宝座,出品公司,因为爱情有晴天,12,湖南卫视,0
工作经历林山同志从中国人民大学法律系研究生班学成返校后，一方面担任学校行政领导工作，一方面又投入到紧张的教学工作中去,毕业院校,林山,4,中国人民大学,9
《冷血惊魂》是导演罗曼·波兰斯基的又一力作，波兰斯基以他擅长的冷峻、阴郁的画面感为观众提供了一次显得颇为恐怖的弗洛伊德式精神分析旅程,导演,冷血惊魂,1,罗曼·波兰斯基,9
2014年5月，姜虎东主持mbc新综艺节目《向星葵》23,主持人,向星葵,22,姜虎东,8
《血族战争》是暗之夜兰创作的网络小说，发表于17k小说网,连载网站,血族战争,1,17k小说网,22
《秋风醉了》是作家刘醒龙创作的一部中篇小说，由长江文艺出版社1994年出版，并由黄建新、杨亚洲联合执导，改编为电影《背靠背脸对脸》，获国内外多项大奖,导演,背靠背脸对脸,58,黄建新,40
个人简介武威市人大常委会副主任，市妇女联合会主席、党组书记　许萍，女，汉族，1965年2月出生，1984年12月加入中国共产党，籍贯甘肃民勤，大学学历，法学学士，1987年7月参加工作，现任武威市人大常委会副主任，市妇女联合会主席、党组书记,国籍,许萍,30,中国,58
姓名：考林身高：厘米体重：公斤惯用脚：右脚出生地：未知（挪威）国籍：挪威代表国家队：出场0次，进0球欧洲三大杯：出场0次，进0球欧洲冠军联赛：出场0次，进0球球场位置：前锋,国籍,考林,3,挪威,28
安妮·里瑟·托娅，国籍为法国，项目是击剑佩剑,国籍,安妮·里瑟·托娅,0,法国,12
舒克和贝塔是1989年上海美术电影制片厂（美影）制作的一部国产动画片，故事讲述两个小老鼠的充满奇趣的经历,出品公司,舒克和贝塔,0,上海美术电影制片厂,11
朴槿惠为了韩国，不得不终止了海外留学，回到韩国接替了其母亲陆英修的职责,国籍,陆英修,29,韩国,5
《我拿什么报答你》是陈瑞演唱的一首歌曲，所属专辑《爱上烟雨楼》,所属专辑,我拿什么报答你,1,爱上烟雨楼,25
▲ 梵高《雏菊与罂粟花》，66×51cm，1890年▲  巴勃罗毕加索《盘发髻女子坐像》，92×73cm，1948年▲ 乔治莫兰迪《静物》，40×54cm，1941年▲ 展览现场，左为毕加索的作品，右为弗朗西斯·培根的作品▲ 展厅现场，中心为阿尔贝托·贾科梅蒂的雕塑展览的第二部分是“中国现当代艺术”，展出了20世纪早期油画家直至当代具有代表性的艺术家的作品，除了有靳尚谊、罗中立、何多苓、杨飞云、陈逸飞、艾轩等早期中国写实油画的带领者，也有王广义、张晓刚、方力钧、刘小东、曾梵志、刘野等受到西方现代主义影响的八九十年代中国绘画新潮中积极者,国籍,靳尚谊,183,中国,142
在那个时候姚二嘎曾参与过《宝莲灯》等作品的配音工作，并与陈佩斯在《少爷的磨难》、《为了新生活前进》等影视作品中合作过，与马精武在阿满喜剧系列电影《大惊小怪》中有过合作，并在《起步停车》、《爱枪如命》、以及姜文的《阳光灿烂的日子》等多部影视作品中有出色的表演,导演,阳光灿烂的日子,106,姜文,102
张雄正，男，汉族，1971年1月生，四川崇州人，1993年5月加入中国共产党，1991年8月参加工作，四川省委党校函授学院法律专业毕业，大学学历,毕业院校,张雄正,0,四川省委党校,51
斯颂熙（1908-1994），浙江诸暨人，生于光绪三十四年戍甲六月二十六日卯时，生于杭州,出生地,斯颂熙,0,杭州,42
赵闯，吉林大学商学院2009级本科生，已被保送到清华大学直接攻读博士学位，并且连续3年保持综合排名第一，多次荣获国家奖学等各种奖学金的他是很多吉大学子的榜样,毕业院校,赵闯,0,吉林大学,3
杰夫·卢兰德，前nba职业篮球运动员，毕业于爱纳大学，1980年第2轮第2顺位被勇士选中,毕业院校,杰夫·卢兰德,0,爱纳大学,22
1影片评价《恋爱的温度》是韩国导演鲁德的电影处女作，也是文艺片，也是爱情故事，也是小清新嘴脸，可他就是没有过火的嗲、啰嗦、讲不清楚话的大东亚坏毛病,导演,恋爱的温度,6,鲁德,17
