sentence,attribute,entity,entity_offset,attribute_value,attribute_value_offset
张喜东，男，汉族， 1966年10月出生，黑龙江省克山克山镇人， 1986年7月参加工作，哈尔滨建筑工程学院工业与民用建筑系毕业，大学文化,民族,张喜东,0,汉族,6
人物简介刘树海，双树斋主人，汉族，1961年生于北京，自幼酷爱绘画,民族,刘树海,4,汉族,14
於智慧 男，汉族，1965年7月生，甘肃岷县人,民族,於智慧,0,汉族,6
孙一钢，男，汉族，1961年3月出生,民族,孙一钢,0,汉族,6
步东亮，男，1985年5月17日出生，汉族，河北邯郸人,民族,步东亮,0,汉族,19
蒙永昌，男，壮族，1980年7月生，武鸣县城厢镇人，2001年11月加入中国共产党，2002年8月参加工作，2008年12月广西区委党校行政管理专业毕业，大学学历,民族,蒙永昌,0,壮族,6
张超，男，汉族，1965年9月生，籍贯安徽全椒，安徽省委党校大学学历，中共党员,民族,张超,0,汉族,5
戴剑飞，男，土家族，中共党员，讲师，四川省政治学会理事，“概论课”教研室主任，学院教工支部书记,民族,戴剑飞,0,土家族,6
梁达，1971年出生于河北辛集市马吕村，身高196CM，1980年开始进入辛集市新垒头体校练习篮球，1986岁进入河北青年队，1989年进去河北省一队，1991年调入国家青年队，1992年—1994年进入中国国家男篮，曾获得亚锦赛最有价值球员，1996—1997赛季效力于CBA上海队，并在该赛季全明星扣篮大赛中获得扣篮亚军，后效力于北京奥神等CBA俱乐部，现任河北体育学院男篮主教练,身高,梁达,0,196CM,22
范晔（398—445）字蔚宗，小字搏,字,范晔,0,蔚宗,12
情人保镖是由雷德利·斯科特导演，汤姆·贝伦杰等主演的一部电影，于1987年上映,上映时间,情人保镖,0,1987年,32
”1011十一月十七日，晋武帝封曹奂为陈留王，食邑万户，宫室安排在邺城12，给予他使用天子旌旗，备五时副车，行魏国正朔，郊祀天地礼乐制度都仿效魏国初期的制度13，上书不称臣，受诏不拜的待遇,朝代,曹奂,16,魏国,55
王红红，女，回族，1969年5月出生，山西省襄垣县,民族,王红红,0,回族,6
—1649年），明末清初将领，姜瓖世代皆明，姜瓖任镇朔将军印大同总兵官,朝代,姜瓖,15,明末清初,8
姚小泉，男，汉族，江西贵溪人，1956年7月生，1982年2月加入中国共产党，1973年7月参加工作，1982年2月毕业于贵州师范大学历史系，大学本科学历，历史学学士，教授,民族,姚小泉,0,汉族,6
湖州地区方志对董增龄多有记述，如《南浔镇志》：“董氏族人以著述名者，嘉庆时有增龄，字庆千，号寿群,朝代,董增龄,7,嘉庆,34
湖州地区方志对董增龄多有记述，如《南浔镇志》：“董氏族人以著述名者，嘉庆时有增龄，字庆千，号寿群,字,董增龄,7,庆千,42
杜中权，男，汉族，1970年1月出生，浙江奉化人，大学学历,民族,杜中权,0,汉族,6
北燕国内的这种潜在分裂被北魏太武帝拓跋焘发觉，他亲自率兵征讨北燕,朝代,拓跋焘,17,北魏,12
人物经历陈为，男，汉族，湖南临武人，湘潭大学哲学专业毕业，大学本科,民族,陈为,4,汉族,9
林维，男，汉族，1971年9月生，浙江省舟山市人，法学学士、硕士（吉林大学）、法学博士（北京大学）,民族,林维,0,汉族,5
林维，男，汉族，1971年9月生，浙江省舟山市人，法学学士、硕士（吉林大学）、法学博士（北京大学）,民族,吉林,33,汉族,5
《双面人》是1982年上映的香港电视剧，由郑少秋，赵雅芝等明星领衔主演,上映时间,双面人,1,1982,6
胡开元，男，汉族，重庆人，1958年1月出生，1975年7月参加工作，1981年8月加入中国共产党，大学文化,民族,胡开元,0,汉族,6
刘光明，男，广东惠城人，汉族，1956年7月生，华南师范大学行政管理专业毕业，学历大专,民族,刘光明,0,汉,12
于谦，字廷益，号节庵,字,于谦,0,廷益,4
四年后，已经成为杨广即位绊脚石的隋文帝也在病中被杨广一刀结果了性命，杨广随后顺利登极，于是隋朝的灾难开始了,朝代,杨广,8,隋朝,45
《爱丽丝梦游仙境》是1951年的美国迪斯尼动画电影，该片由克莱德·杰洛尼米、汉密尔顿·S·卢斯克、威尔弗雷德·杰克逊导演，凯瑟琳·博芒特、艾德·温等配音1，于1951年7月26日在美国首映2,上映时间,爱丽丝梦游仙境,1,1951年7月26日,79
艾克拜尔·吾甫尔，男，维吾尔族，1959年1月生，新疆阿克苏人,民族,艾克拜尔·吾甫尔,0,维吾尔族,11
杜古伊德－1978-03-21，出生于英格兰，身高180厘米，科尔切斯特联队前锋,身高,杜古伊德,0,180厘米,25
林荣，男，壮族，中共党员，1957年12月出生于武宣县三里乡狮子岭村，1980年1月毕业于柳州铁路司机学校，现任武宣乘风汽车运输有限责任公司经理，武宣县汽车维修协会会长，武宣县个体劳动者私营企业协会副会长，2004年12月当选为武宣县政协第六届委员,民族,林荣,0,壮族,5
王吉龙，男，汉族，1972年1月出生，甘肃张掖人，自学考试大学学历，中共党员,民族,王吉龙,0,汉族,6
洛桑慈成木嘉措（1889-1958）男，藏族，1889年生于吉仓勒道拉盖家族，即今碌曲县阿拉乡吉扎村委会勒道村,民族,洛桑慈成木嘉措,0,藏族,20
110章惇墓北宋宰相章惇的墓，位于浙江省长兴县九龙山，章惇的父母亦葬于九龙山，章惇的不少后裔也葬于此山，章惇墓属长兴县县级文物保护单位,朝代,章惇,3,北宋,6
2015年7月10日，何炅首次担任导演执导的青春校园电影《栀子花开》上映，该片取得3.8亿的票房成绩，随后，该片还获得第十二届北京青少年公益电影节青少年最喜爱影片何炅更博晒何美男照，评论区瞬间炸了，网友：腿长两米八,上映时间,栀子花开,29,2015年7月10日,0
吴思成 ，别名岳峰，男，汉族，1939年生，毕业于营口高中,民族,岳峰,7,汉族,12
吴思成 ，别名岳峰，男，汉族，1939年生，毕业于营口高中,民族,吴思成,0,汉族,12
吴思成 ，别名岳峰，男，汉族，1939年生，毕业于营口高中,民族,岳峰,7,汉,12
《舌尖上的中国》放在更大的背景下去看：2012年央视纪录频道成立，然后是央视一套改变收视为王的理念在次黄金时段开辟“魅力纪录”时段——用刘文的话说就是，《舌尖上的中国》除了自身的内容和专业品质，还赶上了好时候,上映时间,舌尖上的中国,1,2012年,19
吴仰东，男，汉族，1963年1月出生，甘肃庄浪人，大学学历，经济学学士，1983年8月参加工作，1987年6月加入中国共产党,民族,吴仰东,0,汉族,6
个人资料  曾俊希  生日：2012年一月七日  性别：男  星座：魔蝎座  身高：85厘米  体重：15 公斤  爱好：唱歌，跳舞,身高,曾俊希,6,85厘米,42
姓名：乔治·帕拉特西·加列戈所属球队：赫罗纳国籍：西班牙出生日期：1988-02-18身高：178cm,身高,乔治·帕拉特西·加列戈,3,178cm,46
乔布斯与苹果毫无疑问，斯蒂芬乔布斯在苹果事业的发展中一定是最功不可没的一个人，1976年，乔布斯与沃兹联合创立了苹果公司，并将苹果这个品牌和ios系统推向了全世界，时至今日，iphone与ipad都可以说是世界上最具有影响力的发明之一，无论是在哪个国家，都有这样一批果粉，可以这么说，在乔布斯的苹果时代，苹果的每一次创新，都让人振奋,创始人,苹果公司,56,乔布斯,0
卓林梅，女，1966年7月出生，汉族，海南万宁人，中央党校大学学历，1989年9月参加工作，1992年6月加入中国共产党,民族,卓林梅,0,汉族,16
《史蒂夫·乔布斯》是阿伦·索尔金根据传记改编，由丹尼·鲍尔执导，迈克尔·法斯宾德、凯特·温斯莱特、塞斯·罗根等主演的剧情片，于2015年10月9日在美国上映,上映时间,史蒂夫·乔布斯,1,2015年10月9日,63
《情归周恩来》是由导演阮柳红执导的作品，由王铁成、张云立主演，于2008年3月4日上映,上映时间,情归周恩来,1,2008年3月4日,32
"基本资料球员:苏伯丁  生日:1990年6月26日  身高:184cm  体重:73kg  加盟日期:2009-1  球衣号码:28  国籍:爱沙尼亚  效力球队:塔林利瓦迪亚  场上位置:中场球队阵容前锋  拉特尔,N",身高,苏伯丁,7,184cm,30
2004年，黄奕出演了由上海海润影视制作有限公司、上海电影集团、香港成龙影业有限公司、文新报业集团联合投资制作，香港导演关锦鹏执导的电视剧《长恨歌》的第一女主角“王琦瑶”，并在同名电影中出演重要角色,上映时间,长恨歌,70,2004,0
先甥同郡周不疑，字元直，零陵人,字,周不疑,4,元直,9
谢安（320年－385年），字安石，号东山，东晋政治家，军事家，浙江绍兴人，祖籍陈郡阳夏（今中国河南省太康）,字,谢安,0,安石,15
谢安（320年－385年），字安石，号东山，东晋政治家，军事家，浙江绍兴人，祖籍陈郡阳夏（今中国河南省太康）,朝代,谢安,0,东晋,22
姬淦江，男，汉族，曾任市科学技术协会科普部副部长，现任市科学技术协会科普部部长，拟任市科学技术协会副调研员,民族,姬淦江,0,汉族,6
上官鼎（1179-1234），字声宏，号钦举，諡文忠,字,上官鼎,0,声宏,16
2、秦朝名相李斯：李斯，秦代著名的政治家、文学家和书法家,朝代,李斯,6,秦朝,2
巴勃罗是一名西班牙的足球后卫运动员，生于1981年8月3日，身高为1米92，体重80公斤,身高,巴勃罗,0,1米92,33
陈庆之(484年―539年)，字子云，汉族，义兴国山(今江苏省宜兴市)人，南北朝时期南朝梁将领,朝代,陈庆之,0,南朝梁,42
陈庆之(484年―539年)，字子云，汉族，义兴国山(今江苏省宜兴市)人，南北朝时期南朝梁将领,民族,陈庆之,0,汉族,19
陈庆之(484年―539年)，字子云，汉族，义兴国山(今江苏省宜兴市)人，南北朝时期南朝梁将领,字,陈庆之,0,子云,16
陈求发，男，苗族，1954年12月生，湖南城步人，1973年3月参加工作，1974年9月加入中国共产党，高级工程师，国防科技大学电子工程系雷达对抗专业全日制大学普通班学历,民族,陈求发,0,苗族,6
斯皮克，1986年10月26日出生于莱奥本(奥地利)，足球运动员，身高183厘米，司职后卫,身高,斯皮克,0,183厘米,35
个人资料姓名：金耿民  英文名: Kim Gyeong-Min  生日: 1990-08-15  惯用脚: 右脚  身高: 184cm  体重: 80kg个人简介金耿民，韩国足球运动员,身高,金耿民,7,184cm,62
潘春荣，，汉族，1975年9月2日生，现任琴江镇党委委员、副镇长候选人,民族,潘春荣,0,汉族,5
陈永华，男，汉族，1953年11月生，山东夏津人，1974年1月入党，1979年7月参加工作,民族,陈永华,0,汉族,6
王英武，男，汉族，1957年9月生，陕西礼泉人，1979年12月入党，1975年11月参加工作，中央党校大学学历,民族,王英武,0,汉族,6
黄明川同志，男，汉族，现年48岁，巴州区人，在职大专，中共党员，现任市教育局基础教育科科长，拟提名任市招办主任,民族,黄明川,0,汉族,8
赵㬎（xiǎn）（1271年7月2日—1323年5月），又称宋恭宗、宋恭帝，南宋第七位皇帝(1274年8月12日-1276年2月4日在位)，宋度宗之次子,朝代,赵㬎,0,南宋,38
《兵法乡村》是由森林奇艺影视文化传媒有限公司出品的轻喜剧，于2013年5月6日播出，沈涛担纲总导演，由孙松、许还幻、王光辉、李菁、何云伟和小香玉领衔主演,上映时间,兵法乡村,1,2013年5月6日,30
仇英，生于明代正德初或弘治末年，卒于嘉靖三十一年（公元一五五二年），字实父，号十洲，原籍江苏太仓，后移居苏州,字,仇英,0,实父,35
衍生动画街头霸王II街头霸王II(Street Fighter II: The Animated Movie)：剧场版动画，1994年，共1集,上映时间,街头霸王,4,1994年,62
徐秦陇，男，汉族，1963年4月出生，甘肃庄浪人，大学学历，1985年7月参加工作，1992年9月加入中国共产党,民族,徐秦陇,0,汉族,6
李宏龙是北韩男子队(北韩) 的足球运动员， 英文名 RIHungRyong，出生于 1988年9月22日 ，身高167厘米,身高,李宏龙,0,167厘米,56
姚馨，男，汉族，1977年1月生，四川南充人，2001年6月加入中国共产党，2000年3月参加工作，大学学历，工学学士，武汉化工学院化工系无机化工专业毕业,民族,姚馨,0,汉族,5
